"Town","FIPS","Year","Month","Admission Type","Measure Type","Variable","Value"
"Deep River","0900719130","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Deep River","0900719130","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Deep River","0900719130","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Deep River","0900719130","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Deep River","0900719130","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Deep River","0900719130","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Deep River","0900719130","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2013","July","Substance Abuse","Number","DMHAS Admissions",31
"Derby","0900919550","2013","August","Substance Abuse","Number","DMHAS Admissions",21
"Derby","0900919550","2013","September","Substance Abuse","Number","DMHAS Admissions",21
"Derby","0900919550","2013","October","Substance Abuse","Number","DMHAS Admissions",35
"Derby","0900919550","2013","November","Substance Abuse","Number","DMHAS Admissions",23
"Derby","0900919550","2013","December","Substance Abuse","Number","DMHAS Admissions",22
"Derby","0900919550","2014","January","Substance Abuse","Number","DMHAS Admissions",21
"Derby","0900919550","2014","February","Substance Abuse","Number","DMHAS Admissions",23
"Derby","0900919550","2014","March","Substance Abuse","Number","DMHAS Admissions",21
"Derby","0900919550","2014","April","Substance Abuse","Number","DMHAS Admissions",28
"Derby","0900919550","2014","May","Substance Abuse","Number","DMHAS Admissions",30
"Derby","0900919550","2014","June","Substance Abuse","Number","DMHAS Admissions",28
"Derby","0900919550","2014","July","Substance Abuse","Number","DMHAS Admissions",34
"Derby","0900919550","2014","August","Substance Abuse","Number","DMHAS Admissions",29
"Derby","0900919550","2014","September","Substance Abuse","Number","DMHAS Admissions",20
"Derby","0900919550","2014","October","Substance Abuse","Number","DMHAS Admissions",25
"Derby","0900919550","2014","November","Substance Abuse","Number","DMHAS Admissions",32
"Derby","0900919550","2014","December","Substance Abuse","Number","DMHAS Admissions",22
"Derby","0900919550","2015","January","Substance Abuse","Number","DMHAS Admissions",20
"Derby","0900919550","2015","February","Substance Abuse","Number","DMHAS Admissions",32
"Derby","0900919550","2015","March","Substance Abuse","Number","DMHAS Admissions",30
"Derby","0900919550","2015","April","Substance Abuse","Number","DMHAS Admissions",32
"Derby","0900919550","2015","May","Substance Abuse","Number","DMHAS Admissions",36
"Derby","0900919550","2015","June","Substance Abuse","Number","DMHAS Admissions",22
"Derby","0900919550","2015","July","Substance Abuse","Number","DMHAS Admissions",41
"Derby","0900919550","2015","August","Substance Abuse","Number","DMHAS Admissions",35
"Derby","0900919550","2015","September","Substance Abuse","Number","DMHAS Admissions",32
"Derby","0900919550","2015","October","Substance Abuse","Number","DMHAS Admissions",24
"Derby","0900919550","2015","November","Substance Abuse","Number","DMHAS Admissions",21
"Derby","0900919550","2015","December","Substance Abuse","Number","DMHAS Admissions",26
"Derby","0900919550","2016","January","Substance Abuse","Number","DMHAS Admissions",30
"Derby","0900919550","2016","February","Substance Abuse","Number","DMHAS Admissions",36
"Derby","0900919550","2016","March","Substance Abuse","Number","DMHAS Admissions",35
"Derby","0900919550","2016","April","Substance Abuse","Number","DMHAS Admissions",29
"Derby","0900919550","2016","May","Substance Abuse","Number","DMHAS Admissions",36
"Derby","0900919550","2016","June","Substance Abuse","Number","DMHAS Admissions",37
"Derby","0900919550","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Derby","0900919550","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2015","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Durham","0900720810","2016","July","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2016","August","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2016","September","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2016","October","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2016","November","Substance Abuse","Number","DMHAS Admissions",0
"Durham","0900720810","2016","December","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","January","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","February","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","March","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","April","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","May","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","June","Substance Abuse","Number","DMHAS Admissions",0
"Eastford","0901521860","2013","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2013","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2013","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2013","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2013","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2013","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","April","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","May","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","June","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","July","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","August","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","September","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","October","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","November","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2014","December","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2015","January","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2015","February","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2015","March","Substance Abuse","Number","DMHAS Admissions",-9999
"Eastford","0901521860","2015","April","Substance Abuse","Number","DMHAS Admissions",-9999
